,datetime,tempmin,temp,tempmax
0,2023-01-23,0.0,1.3,2.2
1,2023-01-24,-0.7,1.4,3.4
2,2023-01-25,1.0,1.9,4.4
3,2023-01-26,2.2,7.3,12.2
4,2023-01-27,-0.7,1.9,5.6
5,2023-01-28,-0.7,4.8,9.4
6,2023-01-29,2.1,6.4,10.0
7,2023-01-30,3.3,5.7,7.8
